,0
740,"Proliferating Cell Nuclear Antigen (PCNA) is a highly conserved protein 
essential for DNA replication, repair and scaffold functions in the cytosol. 
Specific inhibition of PCNA in cancer cells is an attractive anti-cancer 
strategy. ATX-101 is a first-in-class drug targeting PCNA, primarily in cellular 
stress regulation. Multiple in vivo and in vitro investigations demonstrated 
anti-cancer activity of ATX-101 in many tumor types and a potentiating effect on 
the activity of anti-cancer therapies. Healthy cells were less affected. Based 
on preclinical data, a clinical phase 1 study was initiated. Twenty-five 
patients with progressive, late-stage solid tumors were treated with weekly 
ATX-101 infusions at four dose levels (20, 30, 45, 60 mg/m2). ATX-101 showed a 
favorable safety profile supporting that vital cellular functions are not 
compromised in healthy cells. Mild and moderate infusion-related reactions were 
observed in 64% of patients. ATX-101 was quickly cleared from blood with 
elimination half-lives of less than 30 min at all dose levels, probably due to 
both, a quick cell penetration and peptide digestion in serum, as demonstrated 
in vivo. No tumor responses were observed but stable disease was seen in 70% of 
the efficacy population (n = 20). Further studies have been initiated to provide 
evidence of efficacy. Trial registration numbers: ANZCTR 375262 and ANZCTR 
375319."
741,"BACKGROUND: Hypertension (HT) in obesity has been reported frequently in 
children in recent years. The role of copeptin and uric acid here are not well 
known. We aimed to investigate the relationship between HT and serum copeptin 
and uric acid levels in children with obesity.
METHODS: We included 80 children with obesity who were admitted to our hospital 
between April 2018 and September 2018. The patients were separated into two 
groups: hypertensive and non-hypertensive. Serum copeptin levels were measured 
using the enzyme-linked immunosorbent assay.
RESULTS: Copeptin levels were significantly higher in patients with HT than in 
those without (p = 0.0001). In addition, serum uric acid levels in patients with 
HT were significantly higher, while the serum potassium levels were 
significantly lower (p = 0.01) than in those without HT (p = 0.001). In 
correlation analyses, a positive correlation was detected between blood sodium 
and copeptin levels (p = 0.037).
CONCLUSIONS: Hypertensive children with obesity had higher serum copeptin and 
uric acid and lower blood potassium levels. Moreover, copeptin levels were 
positively correlated with blood sodium levels. Thus, in addition to copeptin, 
serum uric acid, potassium, and sodium levels may be important in the diagnosis 
and follow-up of children with HT."
742,"As an emerging therapeutic strategy, proteolysis targeting chimeras (PROTACs) 
have been proven to be superior to traditional drugs in many aspects. However, 
due to their unique mechanism of action, the existing degradation evaluation 
methods still have many limitations, which seriously restrict the development of 
PROTACs. In this methodological study, by using direct stochastic optical 
reconstruction microscopy (dSTORM) based single-cell protein quantitative 
analysis, we systematically investigated the dynamic degradation characteristics 
of FLT3 protein during PROTACs treatment. We found that the distribution of FLT3 
varies between FLT3-ITD mutation and FLT3-WT cells. PROTACs had an obvious 
time-course effect on protein degradation and present two distinct phases, which 
provided a basis for deciding when to evaluate protein degradation. Compared 
with long-time administration, high concentration PROTACs had a better 
effectiveness because it achieved a higher Dmax. Two-color dSTORM-based 
colocalization analysis efficiently detected the proportion of ternary 
complexes, making it very useful in screening PROTACs. Taken together, our 
findings verify that dSTORM method is an ideal tool for evaluating PROTACs and 
it will accelerate the development of new PROTACs."
743,"BACKGROUND: Salvage transplant has been historically considered effective 
therapy for myeloma patients relapsing after first transplant, if they achieved 
adequate remission duration. However, the efficacy of novel agent combinations 
has called this paradigm into question.
MATERIALS AND METHODS: We performed a retrospective analysis in a homogeneously 
treated cohort of 106 patients undergoing ASCT2 at our institution, all of whom 
received novel agent-based chemotherapy (immunomodulatory agent [IMiD] and/or 
proteasome inhibitor [PI]) for both induction and relapse. As an exploratory 
objective we assessed whether predictive thresholds of progression free survival 
post first transplant (ASCT1) for benefit post ASCT2 vary with use of IMiD 
maintenance post ASCT1.
RESULTS: The overall response rate (ORR) was 98% post-ASCT2 and 
treatment-related mortality (TRM) was low at 1.8%. With a median follow-up of 26 
months (range 0.5-85) from ASCT2, median overall survival (OS) is estimated at 
80 months (95% CI: ≥ 49-months) and median progression-free survival after ASCT2 
(PFS2) at 24 months (95% CI 19-39). PFS post first transplant (PFS1) at >/= 50 
months was associated with improved OS. Predictors of PFS2 included PFS1 ≤42 
months and progression on IMiD-based maintenance post- ASCT1.
CONCLUSION: ASCT2 continues to offer acceptable outcomes for most patients 
treated within modern day treatment paradigms, with longer PFS after ASCT1 and 
IMiD non-refractory disease being associated with improved outcomes."
744,"BACKGROUND: Immune checkpoint inhibitors (ICI) are standard of care in advanced 
non-small cell lung cancer (NSCLC). However, not all patients benefit, even 
among PD-L1 tumor proportional score (TPS) ≥50%, indicating an unmet need for 
additional biomarkers such as those assessing the tumor immune microenvironment 
(TIME). DetermaIO is a 27-gene assay that classifies TIME and has previously 
demonstrated association with ICI response.
METHODS: FFPE samples were selected from BC Cancer and West Clinic Cancer Center 
patients with performance status (PS) ≤2 who received at least 2 cycles of ICI 
monotherapy in the first (1L) or second line (2L). IO scores were generated and 
analyzed for association with PFS and OS.
RESULTS: In the entire cohort (N=147), IO score was significantly associated 
with OS (HR=0.68, 95%CI 0.47-0.99, P = .042) and PFS (HR=0.62, 95%CI 0.43-0.88, 
P = .0069). In 1L treated patients (PD-L1≥50%, N=78), IO score was significantly 
associated with PFS (HR=0.55, 95%CI 0.32-0.94, P = .028). In exploratory 
analyses, IO score was associated with benefit in 1L PS2 patients for OS 
(HR = 0.26, 95%CI 0.091-0.74, P = .012) and PFS (HR = 0.27, 95%CI 0.098-0.72, 
P = .0095) which was confirmed in PFS subgroup analysis in the independent West 
Cancer Center study (N=13 HR=0.14, 95%CI 0.027-0.76, P = .023).
CONCLUSION: These data confirm the association of DetermaIO with ICI clinical 
benefit in NSCLC, and expand on previous studies by demonstrating that first 
line treated PD-L1≥50% patients can further be stratified by IO score to 
identify efficacy. Exploratory analysis suggested that the IO score identifies 
benefit in patients with poor PS."
745,"BACKGROUND: We sought to provide a meta-analysis and credibility assessment of 
available randomized controlled trials and propensity score matched studies when 
assessing early and oncologic outcomes of laparoscopic distal pancreatectomy 
compared with open distal pancreatectomy.
METHODS: The MEDLINE, Scopus, Web of Science, and Cochrane databases were 
searched for pertinent literature up to June 2022. Random-effect meta-analyses 
were applied. Trial sequential analysis was applied to verify whether results 
were true- or false-positive or -negative findings.
RESULTS: Thirteen studies were identified (2 randomized controlled trials and 11 
propensity score matched studies). The early outcomes were assessed on 12 
studies, including 4,346 patients. In this population, laparoscopic distal 
pancreatectomy decreased postoperative stay (mean difference = 1.8 days; P = 
.001) and estimated blood loss (mean difference = 148 mL; P = .001), and trial 
sequential analysis confirmed these as true-positive findings. Laparoscopic 
distal pancreatectomy and open distal pancreatectomy had similar operating times 
(P = .165), and trial sequential analysis confirmed this as a true-negative 
finding. Major morbidity, mortality, and readmission were similar, but results 
were inconclusive by trial sequential analysis. Oncologic outcomes were assessed 
on 5 studies, including 2,430 patients. In this population, laparoscopic distal 
pancreatectomy showed higher R0 resection rate (OR = 1.46; P = .001) and shorter 
time to adjuvant therapy (mean difference 4.0 days P = .003). A survival benefit 
was observed at 1 year after laparoscopic distal pancreatectomy (OR = 1.45; P = 
.001), which was not confirmed at 3 years (P = .650).
CONCLUSION: Laparoscopic distal pancreatectomy is superior to open distal 
pancreatectomy for most of the early outcomes analyzed. The operating time was 
equalized as a result of the learning curve. Results from patients with 
pancreatic cancer suggest at least an oncologic noninferiority of laparoscopic 
distal pancreatectomy compared with open distal pancreatectomy."
746,"BACKGROUND: Increasing studies have shown that microRNAs (miRNAs) have great 
diagnostic value in cancer. Axillary lymph node metastasis (ALNM) is closely 
related to the prognosis of breast cancer. However, it remains unknown whether 
miRNAs in whole blood could be promising biomarkers in breast cancer ALNM.
METHODS: An miRNA microarray was used to screen potential differentially 
expressed miRNA candidates in whole blood of three breast cancer patients with 
ALNM and three without ALNM. Quantitative real-time polymerase chain reaction 
(qRT-PCR) was used to detect candidate differentially expressed miRNAs in the 
whole blood of 109 breast cancer patients. Furthermore, bioinformatics analysis 
was carried to predict the potential targets and enriched pathway of miRNAs.
RESULTS: QRT-PCR validated the fact that miR-367-3p, miR-548aq-5p and miR-4710 
are downregulated in breast cancer with ALNM compared to it without ALNM. 
Receiver operating characteristic (ROC) curve analysis revealed that miR-367-3p, 
miR-548aq-5p and miR-4710 have good diagnostic values. Notably, the three-miRNA 
signature showed better predictive value, with an area under ROC curve (AUC) of 
0.7414. Bioinformatics analysis revealed that the miRNAs could participate in a 
complex network and thus be involved in cancer-related pathways.
CONCLUSIONS: Our findings support the potential of miR-367-3p, miR-548aq-5p and 
miR-4710 and the three-miRNA signature as biomarkers for breast cancer with 
ALNM."
747,"Author information:
(1)Unidad de Oftalmología Basada en Evidencias (Oftalmoevidencia), Scientia 
Clinical and Epidemiological Research Institute, Trujillo, Perú; Servicio de 
Oftalmología, Hospital Universitario Central de Asturias, Oviedo, España. 
Electronic address: joshkgo@gmail.com.
(2)Unidad de Oftalmología Basada en Evidencias (Oftalmoevidencia), Scientia 
Clinical and Epidemiological Research Institute, Trujillo, Perú; Servicio de 
Oftalmología, Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, 
España.
(3)Unidad de Investigación Clínica, Scientia Clinical and Epidemiological 
Research Institute, Trujillo, Perú; Facultad de Medicina, Universidad Nacional 
de Trujillo, Trujillo, Perú; Servicio de Medicina Interna, Hospital II-E 
""Florencia de Mora"", Trujillo, Perú.
(4)Unidad de Oftalmología Basada en Evidencias (Oftalmoevidencia), Scientia 
Clinical and Epidemiological Research Institute, Trujillo, Perú; Servicio de 
Oftalmología, Hospital Universitario Central de Asturias, Oviedo, España."
748,"OBJECTIVE: To present a simple and effective hemostatic technique using a 
tourniquet loop during laparoscopic myomectomy.
DESIGN: Pericervical tourniquet has been proven to be a safe and effective 
measure to reduce blood loss during open myomectomy. However, the use of a 
tourniquet in laparoscopic myomectomy has been rarely reported probably because 
the application is difficult and troublesome. In our technique, a prefabricated 
tourniquet loop, adapted from a Foley catheter, is applied around the lower 
segment of the uterus. It is easy to apply a tourniquet loop around the lower 
uterine segment during laparoscopic myomectomy. There is no need to make a 
window in the broad ligament to apply a pericervical tourniquet or triple 
tourniquets. Meanwhile, complete blockage of blood supply from the uterine 
artery and utero-ovarian anastomoses may ensure better hemostasis.
SETTING: A tertiary hospital.
PATIENT(S): The patient was a 34-year-old woman with uterine leiomyoma and a 
desire for future fertility. She had been suffering from urinary frequency and 
chronic bladder pressure for the past 6 months. Magnetic resonance imaging 
confirmed 2 intramural masses measuring 96 mm × 91 mm and 25 mm × 13 mm at the 
anterior uterine wall.
INTERVENTION(S): Institutional review board and ethics committee approval was 
obtained. Laparoscopic myomectomy was performed with the application of a 
tourniquet loop around the lower segment of the uterus (step-by-step video 
demonstration): homemade tourniquet loop formation using a 14-Fr latex Foley 
catheter; trocar placement with 2 umbilical ports (10 mm and 5 mm) and a 5-mm 
port at the lower-left quadrant of the abdomen; application of a tourniquet loop 
around the lower uterine segment; tumor enucleation and myometrial closure; 
removal of the tourniquet loop and a check for bleeding; contained specimen 
extraction via the merged umbilical incision; and inspection of the abdominal 
cavity and closure of the merged umbilical incision.
MAIN OUTCOME MEASURE(S): Feasibility of using a tourniquet loop as an effective 
hemostatic technique in laparoscopic myomectomy.
RESULT(S): The surgery lasted for approximately 90 minutes, and the tourniquet 
time was approximately half an hour. The estimated blood loss was only 20 mL. 
Her hemoglobin value on day 1 after the surgery was 131 g/L, the same as the 
preoperative level. Pathology confirmed the diagnosis of leiomyoma. The patient 
was discharged 2 days after the surgery with no complications. During follow-up, 
the patient reported that there was no discomfort and that her menses were 
normal. Her fallopian tubes were patent in the hysterosalpingogram. Her ovarian 
function, which was assessed by serum follicle-stimulating hormone concentration 
(5.34 mIU/mL) on day 3 of her menstrual cycle and antimüllerian hormone level 
(2.01ng/mL), was in the normal range. She was suggested to conceive 1 year after 
the procedure.
CONCLUSION(S): Application of a tourniquet loop around the lower uterine segment 
is a simple and effective hemostatic technique during laparoscopic myomectomy. 
Randomized prospective studies are needed to determine the hemostatic effect of 
the laparoscopic use of a tourniquet loop and its impact on fertility and 
ovarian function."
749,"INTRODUCTION: Resistant hypertension (RH) represents an important multi-organic 
impact and increases the morbi-mortality. We aimed to evaluate the evolution of 
hypertensive mediated organ damage in patients with RH after adding 
spironolactone.
MATERIAL AND METHODS: Retrospective study of 58 patients with RH who started 
spironolactone (12.5-25mg daily). Office blood pressure, 24-h ambulatory blood 
pressure monitoring (24h-ABPM), urine albumin-to-creatinine ratio and 
echocardiographic parameters were analyzed prior to initiation of spironolactone 
and after 12 months of treatment.
RESULTS: Thirty-six percent of patients were women and mean age was 67.3±10.1 
years. We observed a decrease in urine albumin-to-creatinine ratio (median 
[RIQ25-75]) of 27.0 (7.5-255.4) to 11.3 (3.1-37.8)mg/g, p=0.009. This was more 
relevant in patients with albuminuria grade A2 and A3: 371.2 (139.5-797.4) to 
68.4 (26.5-186.5)mg/g, p=0.02. The echocardiographic changes were: posterior 
wall thickness: -1.0±0.4mm (p<0.001), interventricular septal thickness: 
-0.6±0.5mm (p=0.01), left ventricular (LV) mass index: -14.7±10.2g/m2 (p=0.006), 
LV remodeling index: -0.04±0.036 (p=0.03), without statistically significant 
changes in LV ejection fraction, LV end-diastolic diameter, LV end-systolic 
diameter, left atrial diameter, relationship between early ventricular filling 
wave and atrial contraction and LV filling pressure index. Systolic/diastolic 
office blood pressure decreased -12.5±4.9/-4.9±3.0mmHg, p<0.001. In 24h-ABPM, 
systolic and diastolic BP had a significant decrease in diurnal and nocturnal 
periods and 38.1% of patients presented a favorable change in the circadian 
pattern, p<0.001.
CONCLUSIONS: Adding spironolactone to patients with RH contributes to improve 
hypertensive mediated organ damage by reducing albuminuria levels and 
echocardiographic parameters of hypertensive heart disease."
750,"INTRODUCTION: People with a reduced nighttime dip in blood pressure have an 
increased cardiovascular risk. Our objective was to describe the different 
patterns in blood pressure (BP) among pediatricians who work in long on-duty 
shifts in relation with sex, medical rank and sleeping time.
METHODS: Descriptive, cross-sectional, two-center study. On duty pediatric 
Resident physicians and pediatric Consultants were recruited between January 
2018 and December 2021.
RESULTS: Fifty-one physicians were included in the study (78.4% female, 66.7% 
Resident physicians). Resident physicians had a higher night/day ratio (0.91 vs 
0.85; p<0.001) and a shorter nighttime period (3.87 vs 5.41, p<0.001) than 
Consultants. Physicians sleeping less than 5h had a higher night/day ratio (0.91 
vs 0.87, p=0.014). Being a Resident showed a ∼4.5-fold increased risk of having 
a non-dipping BP pattern compared to Consultants.
CONCLUSION: We found a potential link between both being a Resident and, 
probably, having shorter sleeping time, and the non-dipping BP pattern in 
physicians during prolonged shifts."
751,"OBJECTIVES: Infectious lumbosacral radiculitis and myelitis, a clinical entity 
called Elsberg syndrome, is classically linked to HSV-2 and VZV. Here, we report 
a case of an Elsberg syndrome caused by primary cytomegalovirus (CMV) infection 
in an immunocompetent patient.
METHODS: Here is a case report at an academic medical center. Cerebral and 
spinal cord MRI, electroneuromyography, and serum and CSF analysis were 
performed.
RESULTS: We investigated a 31-year-old healthy woman presenting with acute 
paresthesia of both feet ascending to the pelvic region, urinary retention, and 
constipation. Neurologic examination revealed symmetrical hyperesthesia of both 
inferior limbs up to the pelvic region, with patellar and Achilles hyporeflexia. 
Although MRI was normal, a dysfunction of the S1 left nerve root was observed on 
electroneurography. CSF analysis was inflammatory. Blood CMV PCR was positive, 
and anti-CMV IgG/IgM values indicated seroconversion. Taken together, these 
results strongly suggested an Elsberg syndrome caused by CMV primary infection. 
After a course of ganciclovir, a marked improvement of the symptoms was 
observed.
DISCUSSION: This case highlights that CMV primary infection can be a cause of 
Elsberg syndrome in immunocompetent patients. CMV testing should be discussed in 
these patients to initiate adequate antiviral therapy."
752,"Experiments were designed to test the hypothesis that median preoptic (MnPO) 
neurons are necessary for the full hypertensive response to chronic angiotensin 
II (AngII) in rats consuming a high salt diet. The MnPO is implicated in many of 
the physiologic actions of AngII, primarily acting as a downstream nucleus to 
AngII binding at circumventricular organs such as the organum vasculosum of the 
lamina terminalis (OVLT). We have previously shown a prominent effect of lesion 
of the OVLT on the chronic hypertensive effects of AngII in rats consuming high 
salt. Additionally, we have shown that lesion of the MnPO attenuated the 
hypertensive response to chronic intravenous infusion of AngII in rats. However, 
whether MnPO neurons or fibers of passage contribute to this response is not 
clear. Male Sprague Dawley rats were randomly assigned to either sham (SHAM; 
n = 8) or ibotenic acid lesion of the MnPO (MnPOx; n = 6). In the MnPOx group, 
200 nl of ibotenic acid in phosphate buffer saline (5 μg/μl) was injected into 
each of 3 predetermined coordinates targeted at the entire MnPO. After a week of 
recovery, rats were instrumented with radiotelemetric pressure transducers, 
provided 2.0% NaCl diet and distilled water ad libitum and given another week to 
recover. After 3 days of baseline measurements, osmotic minipumps were implanted 
subcutaneously in all rats for administration of AngII at a rate of 
150 ng/kg/min. Blood pressure measurements were made for 14 days after minipump 
implantation. By day 7 of AngII treatment, blood pressure responses appeared to 
plateau in both groups while the hypertensive response was markedly attenuated 
in MnPOx rats (MnPOx, 122 ± 6 mmHg; SHAM, 143 ± 8 mmHg). These results support 
the hypothesis that neurons of the MnPO are involved in the central pathway 
mediating the chronic hypertensive effects of AngII in rats consuming a high 
salt diet."
753,"OBJECTIVE: To investigate the regulatory effect and mechanism of 
methyltransferase-like protein 3 (METTL3)-mediated N6-methyladenosine 
methylation (m6A) on forkhead box protein 3 (Foxp3) levels and the proportion of 
regulatory T (Treg) cells in the peripheral blood of patients with asthma.
METHODS: Flow cytometry and ELISA were used to detect the differences in the 
proportions of Treg cells and serum interleukins (ILs) 4 and 7, respectively, in 
the peripheral blood between healthy individuals and patients with different 
asthma conditions. Reverse transcription-quantitative PCR (RT-qPCR) and Western 
blotting were used to detect the mRNA and protein expression levels, 
respectively, of METTL3 and Foxp3 in CD4+ T cells in the peripheral blood 
samples of different groups. M6A blot and m6A coimmunoprecipitation-PCR were 
used to detect the global and Foxp3 mRNA m6A levels, respectively, in the 
peripheral blood CD4+ T cells. CD4+ T cells collected from the peripheral blood 
of patients with asthma were subjected to in vitro transfection to knockdown the 
METTL3 levels and observe changes in the Foxp3 mRNA, protein, m6A levels, and 
RNA stability. Flow cytometry and ELISA were used to detect the changes in the 
Treg cell proportion and IL-4 and IL-17 levels in the cell culture supernatant.
RESULTS: Compared with the healthy individuals, the ratio of Treg cells to 
peripheral blood CD4+ T cells was significantly decreased and the Foxp3 mRNA and 
protein expression was downregulated in patients with asthma with disease 
progression. The Foxp3 mRNA and protein expression levels were positively 
correlated with the Treg cell proportion and negatively correlated with IL-17 
expression. The global and Foxp3 mRNA m6A levels were increased in the 
peripheral blood CD4+ T cells of patients with asthma. METTL3 expression was 
significantly higher in the peripheral blood CD4+ T cells of patients with 
asthma compared with healthy individuals. After METTL3 knockdown, the Foxp3 mRNA 
m6A level was reduced, and the stability of Foxp3 mRNA and protein expression 
was increased. YTHDF2 could bind to the m6A site in 3'UTR of Foxp3 mRNA. 
Knockdown of YTHDF2 regulated the level and stability of Foxp3 mRNA. METTL3 
knockdown reduced the ratio of Treg cells to CD4+ T cells and the IL-4 and IL-17 
secretion levels from CD4+ T cells in the peripheral blood of patients with 
asthma.
CONCLUSIONS: High METTL3 expression in the peripheral blood CD4+ T cells of 
patients with asthma increased the m6A level and reduced the stability of Foxp3 
mRNA in a YTHDF2-dependent way, thereby reducing the expression of Foxp3 and the 
proportion of Treg cells."
754,"OBJECTIVE: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and 
influenza viruses are contagious respiratory pathogens with similar symptoms but 
require different treatment and management strategies. This study investigated 
the differences in laboratory test result profiles between SARS-CoV-2 and 
influenza infected patients upon presentation to emergency department (ED).
METHODS: Laboratory test results and demographic information from 723 influenza 
positive (2018/1/1 to 2020/3/15) and 1,281 SARS-CoV-2 positive (2020/3/11 to 
2020/6/30) ED patients were retrospectively analyzed. The dataset was randomly 
divided into a training/validation set (2/3) and a test set (1/3) with the same 
SARS-CoV-2/influenza ratio. Four machine learning models in differentiating the 
laboratory profiles of RT-PCR confirmed SARS-CoV-2 and influenza positive 
patients were evaluated. The Shapley Additive Explanations technique was 
employed to visualize the impact of laboratory tests on the overall 
differentiation. Furthermore, the model performance was also evaluated in a new 
test dataset including 519 SARS-CoV-2 ED patients (2020/12/1 to 2021/2/28) and 
the previous influenza positive patients (2018/1/1 to 2020/3/15).
RESULTS: A laboratory test result profile consisting of 15 blood tests, together 
with patient age, gender, and race can discriminate the two types of viral 
infections using a random forest (RF) model. The RF model achieved an area under 
the receiver operating characteristic curve (AUC) of 0.90 in the test set. Among 
the profile of 15 laboratory tests, the serum total calcium level exhibited the 
greatest contribution to the overall differentiation. Furthermore, the model 
achieved an AUC of 0.81 in a new test set.
CONCLUSION: We developed a laboratory tests-based RF model differentiating 
SARS-CoV-2 from influenza, which may be useful for the preparedness of 
overlapping COVID-19 resurgence and future seasonal influenza."
755,"Allogeneic hematopoietic stem cell transplantation (allo-HSCT) is a curative 
option for patients with hematological disorders and bone marrow failure 
syndromes. Graft-versus-Host Disease (GVHD) remains a leading cause of morbidity 
post-transplant. Regulatory T cell (Treg) therapies are efficacious in 
ameliorating GVHD but limited by variable suppressive capacities and the need 
for a high therapeutic dose. Here, we sought to expand Treg in vivo by 
expressing an orthogonal IL-2Rβ receptor (oIL2Rβ) that would selectively 
interact with orthogonal IL-2 (oIL2) cytokine and not wildtype IL2. To test 
whether the orthogonal system would preferentially drive donor Treg expansion, 
we used a murine MHC-disparate GVHD model of lethally irradiated BALB/c mice 
given T-cell depleted bone marrow from C57BL/6 (B6) mice alone, or together with 
B6Foxp3+GFP+ Treg or oIL2Rβ transduced Treg at low cell numbers that typically 
do not control GVHD with WT Treg. On day 2, B6 Tcons were injected to induce 
GVHD. Recipients were treated with PBS or oIL2 daily for 14 days, then 3 times 
weekly for an additional 14 days. Mice treated with oIL2Rβ Treg and oIL2 
compared to PBS had enhanced GVHD survival, in vivo selective expansion of 
Tregs, and greater suppression of Tcon expansion in secondary lymphoid organs, 
and intestines. Importantly, oIL2Rβ Treg maintained graft-versus-tumor (GVT) 
responses in two distinct tumor models (A20, MLL-AF9). These data demonstrate a 
novel approach to enhance the efficacy of Treg cell therapy in allo-HSCT using 
an oIL2/oIL2Rβ system that allows for selective in vivo expansion of Treg 
leading to GVHD protection and GVT maintenance."
756,"Children, adolescents, and young adults (CAYA) with relapsed/refractory 
classical Hodgkin lymphoma (cHL) without complete metabolic response (CMR) 
before autologous hematopoietic cell transplantation (auto-HCT) have poor 
survival outcomes. CheckMate 744, a phase 2 study for CAYA (aged 5-30 years) 
with relapsed/refractory cHL, evaluated a risk-stratified, response-adapted 
approach with nivolumab plus brentuximab vedotin (BV) followed by BV plus 
bendamustine for patients with suboptimal response. Risk stratification was 
primarily based on time to relapse, prior treatment, and presence of B symptoms. 
We present the primary analysis of the standard-risk cohort. Data from the 
low-risk cohort are reported separately. Patients received 4 induction cycles 
with nivolumab plus BV; those without CMR (Deauville score >3, Lugano 2014) 
received BV plus bendamustine intensification. Patients with CMR after induction 
or intensification proceeded to consolidation (high-dose chemotherapy/auto-HCT 
per protocol). Primary endpoint was CMR any time before consolidation. 
Forty-four patients were treated. Median age was 16 years. At a minimum 
follow-up of 15.6 months, 43 patients received 4 induction cycles (1 
discontinued); 11 of whom received intensification, 32 proceeded to 
consolidation. CMR rate was 59% after induction with nivolumab plus BV, and 94% 
any time before consolidation (nivolumab plus BV ± BV plus bendamustine). 
One-year PFS rate was 91%. During induction, 18% of patients experienced grade 
3/4 treatment-related adverse events. This risk-stratified, response-adapted 
salvage strategy had high CMR rates with limited toxicities in CAYA with 
relapsed/refractory cHL. Most patients did not require additional chemotherapy 
(bendamustine intensification). Additional follow-up is needed to confirm 
durability of disease control. ClinicalTrials.gov: NCT02927769."
757,"Prediction of individual patient benefit from lenalidomide (Len) maintenance 
post autologous transplant (ASCT) remains challenging. We investigated here 
extended molecular profiling for outcome prediction in NCRI Myeloma XI (MyXI) 
trial patients. MyXI patients randomized to Len maintenance or observation 
post-ASCT were genetically profiled for t(4;14), t(14;16), t(14;20), del(1p), 
gain(1q) and del(17p) and co-occurrence of risk markers computed. PFS, PFS2 and 
OS were calculated from maintenance randomization, and groups compared using Cox 
proportional hazards regression. 556 MyXI patients, 17% with double hit MM (≥2 
risk markers), 32% with single hit (1 risk marker) and 51% without risk marker, 
were analyzed. Single hit MM derived the highest PFS benefit from Len 
maintenance, specifically isolated del(1p), del(17p) and t(4;14), with 
approximately 40-fold (HR 0.02; 95% CI: 0.002-0.24; P=0.0012), 10-fold (HR 0.1; 
95% CI: 0.02-0.58; P=0.0095) and 7-fold (HR 0.14; 95% CI: 0.04-0.45; P=0.0009) 
reduced risk of progression or death (PFS) compared to observation, 
respectively. This benefit translated into improved PFS2 HR 0.27 (95% CI: 
0.13-0.54; P=0.0002) and OS HR 0.41 (95% CI: 0.18-0.93; P=0.03) for this group 
of patients over observation; median PFS was 10.9 vs. 57.3 months for 
observation vs. Len maintenance. Patients with isolated gain(1q) derived no 
benefit, and double hit MM limited benefit, regardless or risk lesions involved, 
from Len maintenance. Extended genetic profiling identifies patients deriving 
exceptional benefit from Len maintenance and should be considered for newly 
diagnosed patients to support management discussions along their treatment 
pathway."
758,"Von Willebrand factor (VWF) is a multimeric protein, the size of which is 
regulated via ADAMTS13-mediated proteolysis within the A2-domain. We aimed to 
isolate nanobodies distinguishing between proteolyzed and non-proteolyzed VWF, 
leading to the identification of a nanobody (designated KB-VWF-D3.1) targeting 
the A3-domain, the epitope of which overlaps the collagen-binding site. While 
KB-VWF-D3.1 binds with similar efficiency to dimeric and multimeric derivatives 
of VWF, binding to VWF was lost upon proteolysis by ADAMTS13, suggesting that 
proteolysis in the A2-domain modulates exposure of its epitope in the A3-domain. 
We therefore used KB-VWF-D3.1 to monitor VWF degradation in plasma samples. 
Spiking experiments showed that a loss of 10% intact-VWF could be detected using 
this nanobody. By comparing plasma from volunteers to that of congenital 
VWD-patients, intact-VWF levels were significantly reduced for all VWD-types, 
and most severely in VWD-type 2A-group 2 in which mutations promote 
ADAMTS13-mediated proteolysis. Unexpectedly, we also observed increased 
proteolysis in some patients with VWD-type 1 and VWD-type 2M. A significant 
correlation (r=0.51, p<0.0001) between the relative amount of high molecular 
weight-multimers and levels of intact-VWF was observed. Reduced levels of 
intact-VWF were further found in plasmas from patients with severe aortic 
stenosis and patients receiving mechanical circulatory support. KB-VWF-D3.1 is 
thus a nanobody that detects changes in the exposure of its epitope within the 
collagen-binding site of the A3-domain. In view of its unique characteristics, 
it has the potential to be used as a diagnostic tool to investigate whether a 
loss of larger multimers is due to ADAMTS13-mediated proteolysis."
759,"In response to tissue injury, within seconds the ultra large glycoprotein, von 
Willebrand factor (VWF) is released from endothelial storage organelles 
(Weibel-Palade bodies) into the lumen of the blood vasculature where it leads to 
the recruitment of platelets. The marked size of VWF multimers represents an 
unprecedented burden on the secretory machinery of endothelial cells (ECs). ECs 
have evolved mechanisms to overcome this, most notably an actomyosin ring, that 
forms, contracts and squeezes out its unwieldy cargo. Inhibiting the formation 
or function of these structures represents a novel therapeutic target for 
thrombotic pathologies though characterising proteins associated with such a 
dynamic process has been challenging. We have combined APEX-2 proximity 
labelling with an innovative dual loss of function screen to identify proteins 
associated with actomyosin ring function. We show p21 activated kinase 2 (PAK2) 
recruits septin hetero-oligomers, a molecular interaction that forms a ring 
around exocytic sites. This cascade of events control actomyosin ring function 
aiding efficient exocytic release. Genetic or pharmacological inhibition of PAK2 
or septins led to inefficient release of VWF and a failure to form 
platelet-catching strings. This new molecular mechanism offers additional 
therapeutic targets for the control of thrombotic disease and is highly relevant 
to other secretory systems that employ exocytic actomyosin machinery."
