,0
1096,"We present the case of a 38-year-old woman who, in the context of a 22-week 
gestation, was diagnosed with diffuse gastric adenocarcinoma. The age of the 
patient and the way in which the cancer presented itself, make genetic 
counseling mandatory to rule out hereditary diffuse gastric carcinoma syndrome. 
This rare entity, of autosomal dominant inheritance and closely linked to 
mutations in the CDH1 (in most cases) and CTNNA1 genes, is associated with a 
greater predisposition to develop malignant neoplasms of the breast and stomach. 
Genetic sequencing ruled out hereditary diffuse gastric cancer syndrome. 
Unfortunately, 24 months after the cesarean section, our patient dies."
1097,"Cervical cancer predominately affects women compared to lung, breast and 
endometrial cancer. Premature stage identification and proper treatment of this 
cancer may lead to 100% survival rate. The cervix type is very prominent in the 
detailed diagnosis of cervical cancer. High expertise and experienced 
gynecologist are required for an accurate diagnosis of cervical cancer. To 
reduce their burden, a model is proposed, based on deep learning that 
automatically classifies the cervix types. This paper presents Modified Deep 
Convolutional Neural Networks namely Modified VGG16 (MVGG16), Modified VGG19 
(MVGG19), Modified ResNet50 (MRN50), Modified InceptionV3 (MIV3), and Modified 
InceptionResNetV2 (MIRNV2) for the classification of cervix type images. These 
modified networks are implemented using a Multiclass Support Vector Machine 
classifier. The performance metrics are tabulated and compared with pre-trained 
models. The simulation results show that MIRNV2 achieves the best performance 
compared to other models with an overall Accuracy of 92.91% and a Kappa score of 
0.88. MIRNV2 model also gives better classification accuracy of 96.62% for type 
1, 93.58% for type 2, and 95.61% for type 3 cervix images. Hence, this 
facilitates the application of MIRNV2 as a diagnostic tool to assist the 
gynecologist in the classification of cervix type images."
1098,"Monte Carlo (MC) methods are considered the gold-standard approach to dose 
estimation for normal tissues outside the treatment field (out-of-field) in 
proton therapy. However, the physics of secondary particle production from 
high-energy protons are uncertain, particularly for secondary neutrons, due to 
challenges in performing accurate measurements. Instead, various physics models 
have been developed over the years to reenact these high-energy interactions 
based on theory. It should thus be acknowledged that MC users must currently 
accept some unknown uncertainties in out-of-field dose estimates. In the present 
study, we compared three MC codes (MCNP6, PHITS, and TOPAS) and their available 
physics models to investigate the variation in out-of-field normal tissue 
dosimetry for pencil beam scanning proton therapy patients. Total yield and 
double-differential (energy and angle) production of two major secondary 
particles, neutrons and gammas, were determined through irradiation of a water 
phantom at six proton energies (80, 90, 100, 110, 150, and 200 MeV). 
Out-of-field normal tissue doses were estimated for intracranial irradiations of 
1-, 5-, and 15-year-old patients using whole-body computational phantoms. 
Notably, the total dose estimates for each out-of-field organ varied by 
approximately 25% across the three codes, independent of its distance from the 
treatment volume. Dose discrepancies amongst the codes were linked to the 
utilized physics model, which impacts the characteristics of the secondary 
radiation field. Using developer-recommended physics, TOPAS produced both the 
highest neutron and gamma doses to all out-of-field organs from all examined 
conditions; this was linked to its highest yields of secondary particles and 
second hardest energy spectra. Subsequent results when using other physics 
models found reduced yields and energies, resulting in lower dose estimates. 
Neutron dose estimates were the most impacted by physics model choice, and thus 
the variation in out-of-field dose estimates may be even larger than 25% when 
considering biological effectiveness."
1099,"The combination of chemodynamic therapy (CDT) and chemotherapy has shown promise 
for achieving improved cancer treatment outcomes. However, due to the lack of 
synergy rationale, a simple one-plus-one combination therapy remains suboptimal 
in overcoming the obstacles of each treatment approach. Herein, we report a 
nanoplatform consisting of a pH-sensitive ferrocene- and cinnamaldehyde-based 
polyprodrug and a hydrogen peroxide-responsive doxorubicin (DOX) prodrug. Under 
an acidic tumor environment, the cinnamaldehyde polyprodrug will be activated to 
release free cinnamaldehyde, which can increase the intracellular hydrogen 
peroxide level and enhance the Fenton reaction. Subsequently, due to the 
collapse of nanoparticle structures, the DOX prodrug will be released and 
activated under a hydrogen peroxide stimulus. Meanwhile, the quinone methide 
produced during DOX prodrug activation can consume glutathione, an important 
antioxidant, and thus in turn enhance the efficacy of CDT. This design of a 
nanoplatform with dual-prodrug cascade activation provides a promising mutually 
beneficial cooperation mode between chemotherapy and CDT for enhancing antitumor 
efficacy."
1100,"A novel method for detecting miRNA has been developed using a combination of 
duplex-specific nuclease signal amplification (DSNSA) and a catalytic hairpin 
assembly (CHA). In this work, a biotinylated trigger release (BTR) probe with a 
biotin group at the 3'-end and a CHA reaction sequence trigger as an initiator 
(catalyst I) at the 5'-end was designed to hybridize target miRNA. The DSN 
enzyme was introduced to initiate the DSNSA. The miRNA was released to consume 
more BTR probes and amplify the signals. Subsequently, streptavidin-coated 
magnetic beads (SA-MBs) were added to the DSNSA reaction solution to remove 
excess BTR probes that did not hybridize with miRNA, which would then separate 
BTR probes and catalyst-I, to ensure detection with high selectivity and 
sensitivity. The catalyst-I remaining in the solution could trigger the CHA 
reaction to enable signal amplification in the second step. The developed method 
exhibits a sensitive detection limit and excellent selectivity in identifying a 
high sequence homology among family members."
1101,"Triple-negative breast cancer TNBC) is a malignant tumor with high incidence and 
high mortality that threaten the health of women worldwide. Circular RNAs 
(circRNAs) are a new class of noncoding RNAs that participate in the biological 
processes of various tumors, but the regulatory roles of circRNAs in TNBC have 
not been fully elucidated. In this study, the expression and characterization of 
circDUSP1 was detected via quantitative real-time PCR, nuclear-cytoplasmic 
fractionation assay, and fluorescence in situ hybridization. Then, in vitro and 
in vivo functional experiments were performed to evaluate the effects of 
circDUSP1 in TNBC. The interaction among circDUSP1, miR-761, DACT2 were 
confirmed by dual luciferase reporter assay, RNA pull-down, and RNA 
immunoprecipitation experiments. We identified the circRNA named circDUSP1 that 
was inversely correlated with tumorigenesis and progression in TNBC. 
Overexpression of circDUSP1 significantly attenuated cell proliferation, 
migration, invasion, and epithelial-mesenchymal transition, while increased the 
sensitivity of TNBC cells to paclitaxel. In-depth mechanism analysis indicated 
that circDUSP1 acts as an endogenous sponge of miR-761 to reduce its suppression 
on target gene DACT2 expression in TNBC. Upregulation of miR-761 or 
downregulation of DACT2 partially reversed the biological process of TNBC and 
the prognosis of paclitaxel affected by circDUSP1. Taken together, our findings 
revealed a role for the regulation of the miR-761/DACT2 axis by circDUSP1 in the 
biological process of TNBC. These results provided new insights into the 
biological mechanism and targeted therapy of TNBC."
1102,"Endometrial carcinoma is a common gynecological malignant tumor, small nucleolar 
RNAs (snoRNAs) are involved in cancer development. However, researches on the 
roles of snoRNAs in endometrial carcinoma are limited. The expression levels of 
snoRNAs in endometrial cancer tissues were analyzed using The Cancer Genome 
Atlas (TCGA) database. Antisense oligonucleotides (ASOs) and plasmids were used 
for transfection. Moreover, CCK-8, EdU, wound-healing assay, transwell, cell 
apoptosis, western blotting, and xenograft model were employed to examine the 
biological functions of related molecules. real-time reverse transcription 
polymerase chain reaction and western blotting were performed to detect 
messenger RNA (mRNA) and protein levels. Including bioinformatics, fluorescence 
in situ hybridization, RNA pulldown, actinomycin D and RTL-P assays were also 
carried out to explore the molecular mechanism. Analysis of data from TCGA 
showed that the expression level of small nucleolar RNA, C/D box 60 (SNORD60) in 
endometrial cancer tissues is observably higher than that in normal endometrial 
tissues. Further research suggested that SNORD60 played a carcinogenic role both 
in vitro and in vivo, and significantly upregulated the expression of PIK3CA. 
However, the carcinogenic effects can be reversed by knocking down fibrillarin 
(FBL) or PIK3CA. SNORD60 forms complexes by binding with 2'-O-methyltransferase 
fibrillarin, thus catalyzes the 2'-O-methylation (Nm) modification of PIK3CA 
mRNA and modulates the PI3K/AKT/mTOR signaling pathway, so as to promote the 
development of endometrial cancer. In short, SNORD60 might become a new 
biomarker for the therapy of endometrial cancer in the future and provide new 
strategies for diagnosis and treatment."
1103,"Glutamine addiction is an important phenotype displayed in some types of cancer. 
In these cells, glutamine depletion results in a marked reduction in the 
aggressive cancer phenotype. Mesothelioma is an extremely aggressive disease 
that lacks effective therapy. In this study, we show that mesothelioma tumors 
are glutamine addicted suggesting that glutamine depletion may be a potential 
therapeutic strategy. We show that glutamine restriction, by removing glutamine 
from the medium or treatment with inhibitors that attenuate glutamine uptake 
(V-9302) or conversion to glutamate (CB-839), markedly reduces mesothelioma cell 
proliferation, spheroid formation, invasion, and migration. Inhibition of the 
SLC1A5 glutamine importer, by knockout or treatment with V-9302, an SLC1A5 
inhibitor, also markedly reduces mesothelioma cell tumor growth. A relationship 
between glutamine utilization and YAP1/TEAD signaling has been demonstrated in 
other tumor types, and the YAP1/TEAD signaling cascade is active in mesothelioma 
cells and drives cell survival and proliferation. We therefore assessed the 
impact of glutamine depletion on YAP1/TEAD signaling. We show that glutamine 
restriction, SLC1A5 knockdown/knockout, or treatment with V-9302 or CB-839, 
reduces YAP1 level, YAP1/TEAD-dependent transcription, and YAP1/TEAD target 
protein (e.g., CTGF, cyclin D1, COL1A2, COL3A1, etc.) levels. These changes are 
observed in both cells and tumors. These findings indicate that mesothelioma is 
a glutamine addicted cancer, show that glutamine depletion attenuates YAP1/TEAD 
signaling and tumor growth, and suggest that glutamine restriction may be useful 
as a mesothelioma treatment strategy."
1104,"Monoallelic or biallelic RAD51C germline mutations results in chromosome 
instability disorders such as fanconi anemia (FA) and cancers. The bona fide 
function of RAD51C is to assist RAD51 nucleoprotein filament onto single strand 
DNA to complete Homologous Recombination (HR) repair. In addition to HR repair, 
the role of RAD51C in DNA replication is emerging when replication forks are 
transiently or irreversibly stalled. We identified novel RAD51C variants of 
uncertain significance (VUS) from breast, ovarian, pancreatic, and gastric 
cancer patients and functionally characterized the effect of these variants in 
replication fork protection and double-strand breaks (DSB's) repair. In RAD51C 
deficient chinese hamster CL-V4B cells, expression of RAD51C F164S, A87E, L134S 
and E49K variants heightened sensitivity to mitomycin C (MMC), etoposide and 
PARP inhibition. Differently, expression of a subset RAD51C variants R24L, R24W, 
and R212H displayed mild sensitivity to MMC, etoposide and PARP inhibition. 
Further functional characterization of a subset of variants revealed that Rad51C 
F164S, A87E, L134S and E49K variants displayed reduced RAD51 foci formation and 
increased overall nuclear single strand DNA levels in the presence of 
replication stress. Additionally, DNA fiber assay revealed that RAD51C F164S, 
A87E, L134S and E49K variants displayed defective replication fork protection 
upon prolonged fork stalling. Investigations using patient-derived 
lymphoblastoid cell line carrying heterozygous RAD51C L134S variant showed an 
impairment in RAD51 chromatin association and replication fork protection, 
suggestive of deleteriousness of this VUS variant. Overall, our findings provide 
more insights into molecular roles of RAD51C in replication fork integrity 
maintenance and in DSB repair. Disclosure Summary The authors report no relevant 
conflicts of interest in this work."
1105,"BACKGROUND AND PURPOSE: Cerebral small-vessel disease may alter cerebral blood 
flow (CBF) leading to brain changes and, hence, cognitive impairment and 
dementia. CBF and the spatial coefficient of variation can be measured 
quantitatively by arterial spin-labeling. We aimed to investigate the 
associations of demographics, vascular risk factors, location, and severity of 
cerebral small-vessel disease as well as the etiologic subtypes of cognitive 
impairment and dementia with CBF and the spatial coefficient of variation.
MATERIALS AND METHODS: Three hundred ninety patients with a diagnosis of no 
cognitive impairment, cognitive impairment no dementia, vascular cognitive 
impairment no dementia, Alzheimer disease, and vascular dementia were recruited 
from the memory clinic. Cerebral microbleeds and lacunes were categorized into 
strictly lobar, strictly deep, and mixed-location and enlarged perivascular 
spaces into the centrum semiovale and basal ganglia. Total and region-specific 
white matter hyperintensity volumes were segmented using FreeSurfer. CBF (n = 
333) and the spatial coefficient of variation (n = 390) were analyzed with 
ExploreASL from 2D-EPI pseudocontinuous arterial spin-labeling images in white 
matter (WM) and gray matter (GM). To analyze the effect of demographic and 
vascular risk factors as well as the location and severity of cerebral 
small-vessel disease markers on arterial spin-labeling parameters, we 
constructed linear regression models, whereas logistic regression models were 
used to determine the association between arterial spin-labeling parameters and 
cognitive impairment no dementia, vascular cognitive impairment no dementia, 
Alzheimer disease, and vascular dementia.
RESULTS: Increasing age, male sex, hypertension, hyperlipidemia, history of 
heart disease, and smoking were associated with lower CBF and a higher spatial 
coefficient of variation. Higher numbers of lacunes and cerebral microbleeds 
were associated with lower CBF and a higher spatial coefficient of variation. 
Location-specific analysis showed mixed-location lacunes and cerebral 
microbleeds were associated with lower CBF. Higher total, anterior, and 
posterior white matter hyperintensity volumes were associated with a higher 
spatial coefficient of variation. No association was observed between enlarged 
perivascular spaces and arterial spin-labeling parameters. A higher spatial 
coefficient of variation was associated with the diagnosis of vascular cognitive 
impairment no dementia, Alzheimer's disease, and vascular dementia.
CONCLUSIONS: Reduced CBF and an increased spatial coefficient of variation were 
associated with cerebral small-vessel disease, and more specifically lacunes, 
whereas cerebral microbleeds and white matter hyperintensities were associated 
with WM-CBF and GM spatial coefficient of variation. The spatial coefficient of 
variation was associated with cognitive impairment and dementia, suggesting that 
hypoperfusion might be the key underlying mechanism for vascular brain damage."
1106,"Big data is central to new developments in global clinical science aiming to 
improve the lives of patients. Technological advances have led to the routine 
use of structured electronic healthcare records with the potential to address 
key gaps in clinical evidence. The covid-19 pandemic has demonstrated the 
potential of big data and related analytics, but also important pitfalls. 
Verification, validation, and data privacy, as well as the social mandate to 
undertake research are key challenges. The European Society of Cardiology and 
the BigData@Heart consortium have brought together a range of international 
stakeholders, including patient representatives, clinicians, scientists, 
regulators, journal editors and industry. We propose the CODE-EHR Minimum 
Standards Framework as a means to improve the design of studies, enhance 
transparency and develop a roadmap towards more robust and effective utilisation 
of healthcare data for research purposes."
1107,"OBJECTIVES: Cannabis-based medicinal products (CBMPs) have shown promising 
preclinical activity in inflammatory bowel disease (IBD). However, clinical 
trials have not demonstrated effects on inflammation. This study aims to analyze 
changes in health-related quality of life (HRQoL) and adverse events in IBD 
patients prescribed CBMPs.
METHODS: A case series from the UK Medical Cannabis Registry was performed. 
Primary outcomes included changes from baseline in the Short Inflammatory Bowel 
Disease Questionnaire (SIBDQ), Generalized Anxiety Disorder-7 (GAD-7), 
Single-Item Sleep Quality Scale (SQS), and EQ-5D-5L Index score at 1 and 
3 months. Statistical significance was defined using p < 0.050.
RESULTS: Seventy-six patients with Crohn's disease (n = 51; 67.11%) and 
ulcerative colitis (n = 25; 32.89%) were included. The median baseline SIBDQ 
score improved at 1 and 3 months. EQ-5D-5L index values, GAD-7, and SQS also 
improved after 3 months (p < 0.050). Sixteen (21.05%) patients reported adverse 
events with the majority being classified as mild to moderate in severity.
CONCLUSION: Patients treated with CBMPs for refractory symptoms of Crohn's 
disease and ulcerative colitis demonstrated a short-term improvement in 
IBD-specific and general HRQoL. Prior cannabis consumers reported greater 
improvement compared to cannabis-naïve individuals."
1108,"Seas and oceans have been explored for the last 70 years in search of new 
compounds that can support the battle against cancer. Marine polysaccharides can 
act as nanomaterials for medical applications and marine-derived bioactive 
compounds can be applied for the biosynthesis of metallic and nonmetallic 
nanoparticles. Nanooncology can be used in numerous fields including 
diagnostics, serving as drug carriers or acting as drugs. This review focuses on 
marine-derived nanoparticles with potential oncological applications. It 
classifies organisms used for nanoparticle production, explains the production 
process, presents different types of nanoparticles with prospective applications 
in oncology, describes the molecular pathways responsible for numerous 
nanomedicine applications, tags areas of nanoparticle implementation in oncology 
and speculates about future directions."
1109,"OBJECTIVES: Compared with the general population, patients with sickle cell 
disease (SCD) typically have substantially reduced life expectancies. It is 
unclear whether SCD patients who acquire COVID-19 have higher rates of 
complications and mortality than the general population. We sought to elucidate 
COVID-19 presentation and outcomes in patients with SCD.
METHODS: Using retrospective chart review, we evaluated demographic 
characteristics, presenting symptoms, chest imaging findings, blood transfusion 
requirements, need for mechanical ventilation or pressor support, medication 
administration (including remdesivir and dexamethasone), and survival among 
individuals with SCD hospitalized with COVID-19 from March 2020 to December 
2021.
RESULTS: Among 72 SCD patients, increased pain was the most common presenting 
symptom followed by cough, fever, and dyspnea. Thirty-seven (44%) received 
simple transfusion and 14 (17%) underwent exchange transfusion. Lung imaging 
findings suggestive of COVID-19 were observed in 27 (37%) patients; 21 (29%) 
patients were treated with remdesivir and 26 (35%) received dexamethasone. Three 
patients (4%) required mechanical ventilation and pressor support; all three 
died from COVID complications.
CONCLUSIONS: Pain is the most common presenting symptom in SCD patients with 
COVID-19. We observed a mortality rate higher than that among the general 
population among patients who required mechanical ventilation and pressor 
support."
1110,"INTRODUCTION: In view of other candidate proteins from the cathepsin family of 
proteases holding great potential in being targeted during cancer therapy, the 
importance of Cathepsin B (CtsB) stands out as being truly exceptional. Based on 
its contribution to oncogenesis, its intimate connection with regulating 
apoptosis and modulating extracellular and intracellular functions through its 
secretion or compartmentalized subcellular localization, collectively highlight 
its complex molecular involvement with a myriad of normal and pathological 
regulatory processes. Despite its complex functional nature, CtsB is emerging as 
one of the few cathepsin proteases that has been extensively researched to yield 
tangible outcomes for cancer therapy.
AREAS COVERED: In this article, we review the scientific literature which has 
justified or shaped the importance of CtsB expression in cancer progression, 
from the perspective of highlighting a paradigm that is rapidly changing from 
basic research towards a broader clinical and translational context.
EXPERT OPINION: In doing so, we detail its maturation as a diagnostic marker 
through describing the development of CtsB-specific Activity-Based Probes, the 
rapid evolution of these towards a new generation of Prodrugs, and the 
evaluation of these in model systems for their therapeutic potential as 
anti-cancer agents in the clinic."
1111,"Emerging evidence has suggested that circular RNAs (circRNAs) have vital 
functions during the initiation and progression of various diseases. However, 
circRNA potential mechanisms in colorectal cancer (CRC) are largely unknown. 
Here, we sought to investigate the role and underlying regulatory mechanism of 
circ0104103 in CRC. circ0104103 was validated by quantitative real-time 
polymerase chain reaction (qRT-PCR) and Sanger sequencing. Gain- and 
loss-of-function assays in cell lines and mouse xenograft models were utilized 
to investigate the effects of circ0104103 in CRC. RNA pull-down assays, RNA 
immunoprecipitation assays, bioinformatics analyses, RNA fluorescence in situ 
hybridization (FISH) and luciferase reporter assays were used to elucidate the 
potential mechanism of circ0104103 in CRC. We identified circ0104103, which is 
strongly downregulated in CRC tissues and cell lines. Functional studies 
revealed that circ0104103 inhibited CRC cell growth, migration and invasion both 
in vitro and in vivo. Mechanistically, circ0104103 binds to HuR, a functional 
RNA-binding protein (RBP) commonly expressed in CRC. HuR binds to the 3'UTR of 
LACTB mRNA to facilitate stabilization and increase its expression. Moreover, 
circ0104103 was verified as a competing endogenous RNA (ceRNA) via negative 
regulation of miR-373-5p to increase LACTB expression, resulting in inhibiting 
the occurrence and progression of CRC. Taken together, our study revealed that 
circ0104103 acts as a tumour suppressor and may be a novel biomarker and 
therapeutic target in CRC."
1112,"Prometastatic and antitumor effects of different anesthetics have been 
previously analyzed in several studies with conflicting results. Thus, the 
underlying perioperative molecular mechanisms mediated by anesthetics 
potentially affecting tumor phenotype and metastasis remain unclear. It was 
hypothesized that anesthetic‑specific long non‑coding RNA (lncRNA) expression 
changes are induced in the blood circulation and play a crucial role in tumor 
outcome. In the present study, high‑throughput sequencing and quantitative PCR 
were performed in order to identify lncRNA and mRNA expression changes affected 
by two therapeutic regimes, total intravenous anesthesia (TIVA) and volatile 
anesthetic gas (VAG) in patients undergoing colorectal cancer (CRC) resection. 
Total blood RNA was isolated prior to and following resection and characterized 
using RNA sequencing. mRNA‑lncRNA interactions and their roles in cancer‑related 
signaling of differentially expressed lncRNAs were identified using 
bioinformatics analyses. The comparison of these two time points revealed 35 
differentially expressed lncRNAs in the TIVA‑group, and 25 in the VAG‑group, 
whereas eight were shared by both groups. Two lncRNAs in the TIVA‑group, and 23 
in the VAG‑group of in silico identified target‑mRNAs were confirmed as 
differentially regulated in the NGS dataset of the present study. Pathway 
analysis was performed and cancer relevant canonical pathways for TIVA were 
identified. Target‑mRNA analysis of VAG revealed a markedly worsened 
immunological response against cancer. In this proof‑of‑concept study, 
anesthesic‑specific expression changes in lncRNA and mRNA profiles in blood were 
successfully identified. Moreover, the data of the present study provide the 
first evidence that anesthesia‑induced lncRNA pattern changes may contribute 
further in the observed differences in CRC outcome following tumor resection."
1113,"High glycolytic activity of cancer cells leads to lactic acidosis (LA) in the 
tumor microenvironment. LA is not merely a consequence of metabolic activities, 
but also has functional roles in metabolic reprogramming and cancer progression. 
Cholangiocarcinoma (CCA) cells exhibit a high dependency on glycolysis for 
survival and growth, but the specific effects of LA on cellular characteristics 
remain unknown. Here, we demonstrate that long-term LA (LLA) reprograms the 
metabolic phenotype of CCA cells from glycolytic to oxidative, and enhances 
their migratory activity. In CCA cell culture, short-term LA (SLA, 24 h) showed 
a growth inhibitory effect, while extended LA exposure for more than two weeks 
(LLA) led to enhanced cell motility. Coincidentally, LLA enhanced the 
respiratory capacity with an increase in mitochondrial mass. Inhibition of 
mitochondrial function abolished LLA-induced cell motility, suggesting that 
metabolic remodeling affects the phenotypic outcomes. RNA-sequencing analysis 
revealed that LLA upregulated genes associated with cell migration and 
epithelial-mesenchymal transition (EMT), including thrombospondin-1 (THBS1), 
which encodes a pro-EMT-secreted protein. Inhibition of THBS1 resulted in the 
suppression of both LLA-induced cell motility and respiratory capacity. 
Moreover, high THBS1 expression was associated with poor survival in patients 
with CCA. Collectively, our study suggests that the increased expression of 
THBS1 by LLA promotes phenotypic alterations leading to CCA progression."
1114,"Neuroblastoma (NB) is the most common extracranial solid tumor of childhood. The 
complete burden and outcomes in Uganda are unknown. The study was a multicenter 
retrospective chart review of children aged between 0 to 15 years diagnosed with 
NB from 2010 to 2020. Demographic, clinical and tumor-related characteristics 
were extracted for analysis. Kaplan-Meier survival curves and Cox regression 
models were used to determine the one-year overall survival (OS) and identify 
prognostic factors. Seventy-five patients were evaluated, with a median age at 
diagnosis of 48 months (IQR 26-108 months). Fever (74.7%), weight loss (74.7%), 
high blood pressure (70.3%) and abdominal swelling/mass (65.3%) were the most 
common features at diagnosis. Suprarenal tumors (52%) and stage 4 disease 
(70.7%) were also common. The one-year OS was 60.0% (95%CI 56.8%; 64.3%) with a 
median survival time of 12.6 months (95% CI: 8.1; 20.8). The one-year OS for 
non-metastatic and metastatic disease was 67.3% and 42.6% (p = 0.11) 
respectively. Leukocytosis (p < 0.001) at diagnosis was of prognostic 
significance while clinical remission after induction chemotherapy (p < 0.001) 
provided survival advantages. Children who received maintenance chemotherapy had 
a longer median survival time of 38.5 months (range 10.8-69.5). Age (p = 0.001), 
lung metastasis (p < 0.001), and leukocytosis (p < 0.001) remained significant 
on multivariate analysis. In this Ugandan study, leukocytosis was a clinical 
predictor of prognosis, metastatic disease had management challenges and 
maintenance chemotherapy prolonged the survival time but not OS."
1115,"Plasmonic nanovesicles show broad applications in areas such as cancer 
theranostics and drug delivery, but the preparation of nanovesicles from shaped 
nanoparticles remains challenging. This article describes the vesicular 
self-assembly of shaped nanoparticles, such as gold nanocubes grafted with 
amphiphilic block copolymers, in selective solvents. The nanocubes assembled 
within the vesicular membranes exhibit two distinctive packing modes, namely 
square-like and hexagonal packing, depending on the relative dimensions of the 
copolymer ligands and nanocubes. The corresponding optical properties of the 
plasmonic nanovesicles can be tuned by varying the length of the grafted 
copolymers and the size of the nanocubes. This work provides guidance for the 
fabrication of functional plasmonic vesicles for applications in catalysis, 
nanomedicines and optical devices."
1116,"Tumor is the major cause of death all around the world in recent days. Early 
detection and prediction of a cancer type are important for a patient's 
well-being. Functional genomic data has recently been used in the effective and 
early detection of cancer. According to previous research, the use of microarray 
data in cancer prediction has evidenced two main problems as high dimensionality 
and limited sample size. Several researchers have used numerous statistical and 
machine learning-based methods to classify cancer types but still, limitations 
are there which makes cancer classification a difficult job. Deep Learning (DL) 
and Convolutional Neural Networks (CNN) have been proven with effective analyses 
of unstructured data including gene expression data. In the proposed method gene 
expression data for five types of cancer is collected from The Cancer Genome 
Atlas (TCGA). Prominent features are selected using a hybrid Particle Swarm 
Optimization (PSO) and Random Forest (RF) algorithm followed by the use of 
Principal Component Analysis (PCA) for dimensionality reduction. Finally, for 
classification blend of Convolutional Neural Network (CNN) and Bi-directional 
Long Short Term Memory (Bi-LSTM) is used to predict the target type of cancer. 
Experimental results demonstrate that accuracy of the proposed method is 96.89%. 
As compared to existing work, our method outperformed with better results."
1117,"The use of small molecule kinase inhibitors, which target specific enzymes that 
are overactive in cancer cells, has revolutionized cancer patient treatment. To 
treat some types of breast cancer, CDK4/6 inhibitors, such as palbociclib, have 
been developed that target the phosphorylation of the retinoblastoma tumor 
suppressor gene. Acquired resistance to CDK4/6 inhibitors may be due to 
activation of the AKT pro‑survival signaling pathway that stimulates several 
processes, such as growth, metastasis and changes in metabolism that support 
rapid cell proliferation. The aim of the present study was to investigate 
whether targeting ATP citrate lyase (ACLY), a downstream target of AKT, may 
combine with CDK4/6 inhibition to inhibit tumorigenesis. The present study 
determined that ACLY is activated in breast and pancreatic cancer cells in 
response to palbociclib treatment and AKT mediates this effect. Inhibition of 
ACLY using bempedoic acid used in combination with palbociclib reduced cell 
viability in a panel of breast and pancreatic cancer cell lines. This effect was 
also observed using breast cancer cells grown in 3D cell culture. 
Mechanistically, palbociclib inhibited cell proliferation, whereas bempedoic 
acid stimulated apoptosis. Finally, using Transwell invasion assays and 
immunoblotting, the present study demonstrated that ACLY inhibition blocked cell 
invasion, when used alone or in combination with palbociclib. These data may 
yield useful information that could guide the development of future therapies 
aimed at the reduction of acquired resistance observed clinically."
1118,"Clear cell renal cell carcinoma (ccRCC) is a frequent malignant tumor of the 
kidney which has a dismal prognosis. At present, targeted therapies and 
immunotherapy have achieved significant results; however, the overall survival 
rate of patients with ccRCC remains unacceptably poor. It is therefore necessary 
to find novel therapeutic and diagnostic targets for ccRCC. It has been reported 
that enolase 2 (ENO2) is an oncogene, although its function in the immune 
microenvironment and in the growth of ccRCC has yet to be fully elucidated. The 
present study analyzed the data of patients with ccRCC both from the Gene 
Expression Omnibus (GEO) and The Cancer Genome Atlas (TCGA) databases, and from 
clinical samples obtained from Third Affiliated Hospital of the Second Military 
Medical University to investigate the role of ENO2 in the progression of ccRCC 
and the correlation between ENO2 and certain clinical features. It was found 
that the expression of ENO2 was elevated both in patients with ccRCC retrieved 
from the GEO and TCGA databases and in clinical ccRCC samples obtained from 
Third Affiliated Hospital of the Second Military Medical University. In 
addition, the prognosis of patients was poorer when ENO2 was highly expressed. 
Gene Ontology (GO) analysis and Gene Set Enrichment Analysis (GSEA) confirmed 
that ENO2 participated in the regulation of various pathways in ccRCC. In vitro 
experiments including Cell Counting Kit‑8 cell proliferation assay, Transwell 
and Matrigel assays confirmed that ENO2 could promote the proliferation and 
migration of ccRCC cells. Furthermore, a number of immunosuppressive indicators 
were identified that positively correlated with ENO2 expression. In conclusion, 
the present study revealed that ENO2 expression promotes the proliferation, 
invasion and migration of ccRCC cells, and may serve as a novel predictor to 
evaluate prognosis and the efficacy of immune checkpoint blockade treatment for 
patients with ccRCC."
1119,"Fluoropyrimidines (FP) are the backbone chemotherapy in colorectal cancer (CRC) 
treatment; however, their use is associated with cardiotoxicity, which is 
underreported. In the present study, it was aimed to prospectively determine the 
incidence rates and related risk factors of FP‑induced cardiotoxicity (FIC) in 
CRC patients and at identifying predictive biomarkers. A total of 129 
consecutive previously untreated CRC patients underwent active cardiological 
monitoring, including 5‑items simplified questionnaire on symptoms, 
electrocardiogram (ECG) and plasma sample collection during FP chemotherapy. FIC 
was defined as the presence of ECG alterations and/or the arising of at least 
one symptom of chest pain, dyspnoea, palpitations or syncope. The primary 
objective was the evaluation of FIC incidence. Secondary objectives were the 
correlation of FIC with well‑known cardiological risk factors and the 
identification of circulating biomarkers (serum levels of troponin I, pro 
hormone BNP; miRNA analysis) as predictors of FIC. A total of 20 out of 129 
(15.5%) patients experienced FIC. The most common symptoms were dyspnoea (60%) 
and chest pain (40%), while only 15% of patients presented ECG alterations, 
including one acute myocardial infarction. Retreatment with FP was attempted in 
90% of patients with a favourable outcome. Despite 48% of patients having 
cardiological comorbidities, an increased FIC was not observed in this subgroup. 
Only the subgroup of females with the habit of alcohol consumption showed an 
increased risk of FIC. None of the circulating biomarkers evaluated demonstrated 
a clinical utility as FIC predictors. FIC can be an unexpected, life‑threatening 
adverse event that can limit the subsequent treatment choices in patients with 
CRC. In this prospective study, well‑known cardiological comorbidities were not 
related to higher FIC risk and circulating biomarkers predictive of toxicity 
could not be found. With careful monitoring, mainly based on symptoms, almost 
all patients completed the FP treatment."
